Sequence No.,V,D,air density,I,S_b,y (% relative to rated power)
36160,4.7,221.9,1.138017033,0.09787234,0.08183138,4.878787879
36161,5.11,228.7,1.138907737,0.074363992,0.026235306,8.818181818
36162,5.82,230.2,1.139901186,0.094501718,0.007646238,13.47878788
36163,5.69,224.6,1.140589556,0.100175747,0.112085835,9.424242424
36164,4.84,213.1,1.140650641,0.066115702,-0.013725461,4.678787879
36165,4.58,211,1.140439882,0.096069869,0.039141631,6.757575758
36166,5.67,211.1,1.140262374,0.079365079,0.019674443,11.14545455
36167,6.33,212.7,1.139670354,0.078988942,0.024700192,17.05454545
36168,5.81,217.2,1.138693257,0.127366609,0.003826409,16.81818182
36169,5.93,206.3,1.138900059,0.096121417,-0.007478896,10.58181818
36170,5.28,206.3,1.137755816,0.109848485,0.033912568,12.84242424
36171,5.5,206.8,1.137025234,0.1,0,9.387878788
36172,5.58,208.2,1.13666369,0.080645161,0.00398427,7.303030303
36173,3.99,202.2,1.134584665,0.147869674,-0.071216928,1.381818182
36174,5,200.4,1.13363296,0.128,0.040346358,8.193939394
36175,5.49,201.8,1.132904843,0.158469945,0.107767369,10.47272727
36176,5.66,198.7,1.133249768,0.091872792,0.023672303,10.69090909
36177,5.93,198.8,1.133434086,0.070826307,0.049236442,9.678787879
36178,5.87,204,1.13263901,0.120954003,0.073086024,7.860606061
36179,5.74,202.5,1.132822997,0.081881533,0.031175671,12.18181818
36180,5.39,196.1,1.132265298,0.07606679,-0.024589514,22.58787879
36181,4.7,199.1,1.131230196,0.155319149,-0.056000363,14.47878788
36182,5.48,204,1.130723571,0.100364964,0.004057042,10.77575758
36183,4.06,199.7,1.130636248,0.162561576,0,0.551515152
36184,3.76,191.8,1.129868186,0.114361702,-0.011783741,-0.36969697
36185,4.71,190.7,1.129780972,0.078556263,0.07676721,5.442424242
36186,4.3,185.7,1.129510938,0.097674419,0.089599125,5.254545455
36187,4.19,183.5,1.129952875,0.126491647,0.153627734,3.339393939
36188,4.81,185.6,1.130069077,0.089397089,0.094333924,5.193939394
36189,3.65,177.3,1.130784723,0.150684932,0.012204591,2.327272727
36190,3.62,164.9,1.130921397,0.110497238,0.024680588,-0.218181818
36191,4.37,170.4,1.131206871,0.100686499,-0.010142621,2.181818182
36192,4.13,169.3,1.131646925,0.150121065,0.150177861,5.418181818
36193,4.73,163.8,1.131818972,0.073995772,0.253420303,5.387878788
36194,4.92,162.1,1.132142744,0.148373984,0.159061246,5.036363636
36195,4.11,151.6,1.133018701,0.131386861,0.054712866,4.812121212
36196,4.48,153.2,1.133392942,0.089285714,-0.077945895,8.381818182
36197,4.94,153.8,1.133395903,0.131578947,-0.062074341,14.73333333
36198,4.98,156.5,1.133676743,0.12248996,-0.159188162,20.64848485
36199,4.97,157.8,1.133805315,0.108651911,-0.096210041,24.00606061
36200,6.2,160.5,1.134645836,0.151612903,0.24600426,27.26060606
36201,7.64,165.2,1.133296506,0.023560209,0.223073616,31.02424242
36202,7.71,161.9,1.133351969,0.070038911,0.434560159,34.19393939
36203,5.16,158,1.134504542,0.129844961,-0.109193973,35.44848485
36204,5.62,157.6,1.135445161,0.129893238,-0.054655167,33.72121212
36205,6.7,155.8,1.135706094,0.165671642,-0.055656428,40.04242424
36206,8.49,152.7,1.136933809,0.048292108,0.290259167,45.36363636
36207,8.4,153.5,1.136422235,0.101190476,0.176031087,50.8969697
36208,9.02,152.1,1.136595388,0.037694013,0.33135015,52.12121212
36209,9.05,149.9,1.136869064,0.033149171,0.459138971,52.72121212
36210,8.41,147,1.137299019,0.102259215,0.329674977,54.8969697
36211,8.46,146.5,1.137343485,0.067375887,0.376801465,56.63030303
36212,8.97,147.9,1.13733797,0.069119287,0.454557856,56.84848485
36213,9.34,149.6,1.137544172,0.049250535,0.529199887,57.72727273
36214,8.62,147.4,1.137623854,0.067285383,0.369192285,53.85454545
36215,8.2,146.2,1.137877849,0.058536585,0.222023267,52.90909091
36216,8.65,146.5,1.137165914,0.061271676,0.27579174,59.27272727
36217,8.99,144.7,1.137531488,0.0567297,0.267499084,61.9030303
36218,8.87,143.6,1.137708891,0.050732807,0.260058643,57.56969697
36219,8.89,145.6,1.138391161,0.053993251,0.270699058,58.38787879
36220,8.68,146.8,1.138790726,0.062211982,0.271882961,56.50909091
36221,8.65,145.6,1.139022077,0.061271676,0.302113405,53.87272727
36222,8.66,145.8,1.139733184,0.061200924,0.284180516,57.64848485
36223,8.51,146.4,1.139858211,0.074030552,0.362066956,53.91515152
36224,8.38,147,1.140806151,0.087112172,0.334026274,59.43030303
36225,9.31,148.2,1.141109338,0.099892589,0.519037905,70.71515152
36226,10.06,150.4,1.141575649,0.058648111,0.459517001,75.30909091
36227,9.75,151.8,1.142099963,0.072820513,0.409082645,73.35757576
36228,9.79,150.5,1.142089516,0.057201226,0.440196552,70.32121212
36229,9.88,150.4,1.142203512,0.037449393,0.488358478,69.68484848
36230,9.99,149.2,1.141311196,0.06006006,0.592799535,73.27878788
36231,10.34,152.2,1.140804333,0.041586074,0.482801267,77.55151515
36232,10.23,150.6,1.140716579,0.044965787,0.526811572,72.24242424
36233,10.31,151.8,1.140947148,0.059165858,0.497808652,75.38787879
36234,10.19,149.4,1.138989644,0.091265947,0.534685807,73.56363636
36235,9.62,148.4,1.139644954,0.101871102,0.477257779,68.62424242
36236,9.87,150.4,1.138740293,0.088145897,0.376801465,75.84242424
36237,9.02,145,1.139627795,0.094235033,0.354338506,61.15757576
36238,9.44,142,1.13944578,0.094279661,0.334574613,68.88484848
36239,10.14,146.7,1.139803146,0.08086785,0.347887292,81.06060606
36240,10.24,146.6,1.139296843,0.081054688,0.321533836,77.52121212
36241,10.34,145.3,1.139457307,0.068665377,0.305829611,79.95757576
36242,9.65,144.9,1.139960625,0.088082902,0.253294854,60.98181818
36243,8.83,147,1.140721184,0.10419026,0.410519237,49.35757576
36244,9.35,151.5,1.140278722,0.117647059,0.411163409,61.05454545
36245,8.82,157.3,1.140074105,0.111111111,0.233470371,70.39393939
36246,9.29,152.2,1.140636984,0.078579117,0.312716031,62.41212121
36247,8.85,146.5,1.141234849,0.076836158,0.286230196,55.57575758
36248,8.42,148.8,1.141759355,0.093824228,0.323142253,43.2969697
36249,9.51,149.1,1.141780979,0.088328076,0.378509719,57.92727273
36250,11.18,142.4,1.140430139,0.064400716,0.272327964,79.8969697
36251,10.7,151.5,1.140994386,0.071962617,0.345173738,74.02424242
36252,9.43,160.4,1.140558624,0.101802757,0.404507074,68.69090909
36253,9.28,165.8,1.140732268,0.072198276,0.551398907,48.88484848
36254,6.33,183.6,1.141788265,0.263823065,0.365330879,23.04242424
36255,7.34,315,1.160245471,0.18119891,0.357079123,35.28484848
36256,3.64,354.5,1.159873688,0.365384615,0.204395144,1.793939394
36257,4.02,327.6,1.157354088,0.13681592,0.81925845,2.763636364
36258,3.7,115.2,1.148875447,0.175675676,-0.359490594,4.018181818
36259,3.51,127.2,1.147926764,0.245014245,-0.556820431,24.08484848
36260,4.97,132.2,1.149026802,0.213279678,-0.163652947,19.39393939
36261,4.26,131.4,1.149376495,0.338028169,-0.218332141,14.8969697
36262,4.2,83.9,1.148648094,0.154761905,0.15324904,1.315151515
36263,4.93,112.8,1.145642865,0.393509128,0.068632547,20.14545455
36264,5.7,106.1,1.145313997,0.245614035,-0.113934208,31.97575758
36265,7.37,87.9,1.144672398,0.122116689,0.376826792,32.01212121
36266,6.25,78.59,1.145209126,0.216,0.676039381,9.327272727
36267,4,71.77,1.147906388,0.4275,0.283947328,5.672727273
36268,6.48,110.5,1.146658904,0.25617284,-0.097246733,26.26060606
36269,7.67,126.7,1.146448604,0.285528031,-0.305274989,79.18181818
36270,9.07,110.8,1.145285489,0.267916207,0.069652338,90.24242424
36271,8.51,110.9,1.144966359,0.327849589,-0.043935011,73.39393939
36272,8.38,121.4,1.144662285,0.195704057,-0.158543989,88.68484848
36273,7.85,114.1,1.143930685,0.188535032,-0.215561024,90.2
36274,5.51,114.8,1.145079675,0.264972777,-0.028041149,33.83636364
36275,9.54,137.8,1.145001919,0.215932914,0.19454265,59.86666667
36276,10.78,138.8,1.144633562,0.116883117,0.162392952,77.79393939
36277,10.96,138.1,1.143564555,0.122262774,0.181511941,84.87878788
36278,11.24,133,1.142211459,0.159252669,0.155508684,74.6969697
36279,9.06,143.7,1.141265768,0.122516556,0.290308531,71.54545455
36280,10.92,143.8,1.138961648,0.151098901,0.158048871,94.01212121
36281,10.37,145,1.137221458,0.149469624,0.148358481,88.94545455
36282,10.19,146.4,1.134773058,0.127576055,0.141756948,67.13939394
36283,10.23,148.9,1.132086982,0.114369501,0.169125043,65.36363636
36284,10.5,152.1,1.130071889,0.140952381,0.157786795,83.78787879
36285,10.48,156.2,1.128484717,0.103053435,0.084237584,89.63030303
36286,11.31,154,1.126952863,0.132625995,0.110732173,95.8969697
36287,10.73,154.2,1.125494945,0.130475303,0.054485733,90.73333333
36288,12.1,151.8,1.123742964,0.131404959,0.116834617,96.81818182
36289,12.79,153.2,1.122345449,0.124315872,0.175189756,100.0060606
36290,11.72,155.4,1.121454837,0.133105802,0.112737532,98.64848485
36291,14.16,159.6,1.121234401,0.106638418,0.149218988,101.4
36292,13.71,161.5,1.121749756,0.11889132,0.118116432,101.0666667
36293,13.65,161.4,1.121413512,0.134065934,0.130698288,98.77575758
36294,12.91,162.3,1.121342804,0.132455461,0.14576498,100.2727273
36295,10.77,160.8,1.122127629,0.148560817,0.107755539,92.73333333
36296,10.97,165.7,1.121037022,0.111212397,0.146461803,88.12727273
36297,9.44,172.1,1.120294573,0.1875,0.140846456,78.43030303
36298,9.54,178.1,1.118636801,0.185534591,0.12449806,84.75151515
36299,8.92,179.4,1.11845969,0.130044843,0.173439743,76.26666667
36300,7.76,179.2,1.118310676,0.163659794,0.093539297,67.10909091
36301,7.57,174.5,1.118386707,0.134742404,0.00882025,69.36363636
36302,7.29,174,1.118961653,0.145404664,0.090167274,51.79393939
36303,6.28,173.4,1.119428073,0.144904459,0.014193212,49.30909091
36304,6.27,179.1,1.119021908,0.159489633,0.090379842,38.63636364
36305,7.84,185,1.119082879,0.213010204,0.134307111,44.15757576
36306,9.44,181.4,1.118846723,0.129237288,0.209589147,61.07878788
36307,8.03,177.9,1.11935698,0.176836862,0.14870927,67.76969697
36308,8.15,179.3,1.12012228,0.126380368,0.134831579,63.44848485
36309,6.72,177,1.120712079,0.15922619,0.097986491,43.10909091
36310,5.2,175.6,1.121743277,0.176923077,0.07383067,32.21818182
36311,5.27,173.5,1.121829494,0.151802657,0.033977413,26.82424242
36312,5.59,173.2,1.122312258,0.134168157,0.027990668,31.86666667
36313,7.56,169.1,1.122593089,0.095238095,0.264931083,42.13939394
36314,7.79,169.5,1.122929519,0.071887035,0.20914107,42.72121212
36315,8.24,168.3,1.122698778,0.04368932,0.232832193,47.43030303
36316,7.83,168.9,1.122957904,0.070242656,0.192498743,42.24242424
36317,8.01,168.8,1.123242944,0.048689139,0.242983418,44.96363636
36318,8.46,169.2,1.123652031,0.039007092,0.258671419,50.38787879
36319,7.69,170.8,1.124469411,0.061118336,0.167946204,42.74545455
36320,7.45,169.6,1.12487393,0.056375839,0.255668176,35.9030303
36321,7.43,170,1.125215222,0.060565276,0.249697124,39.24242424
36322,7.57,170,1.125564702,0.084544254,0.218759233,41.95757576
36323,7.83,167.1,1.125949269,0.040868455,0.310017946,39.59393939
36324,8.22,167.3,1.126165844,0.040145985,0.278917061,45.13333333
36325,7.83,164.5,1.126238324,0.09706258,0.352830229,40.50909091
36326,7.26,159.9,1.126342203,0.099173554,0.242203754,43.08484848
36327,7.13,160,1.12674436,0.103786816,0.174939384,38.63030303
36328,7.75,162.1,1.126897635,0.082580645,0.336679301,45.41212121
36329,7.96,162.5,1.127031804,0.077889447,0.362962564,46.07878788
36330,7.68,160.3,1.127741976,0.100260417,0.149533572,46.97575758
36331,7.98,152.7,1.128278742,0.090225564,0.044988476,47.35757576
36332,8.55,150.3,1.129202123,0.067836257,0.235473708,52.03636364
36333,8.75,152,1.129161525,0.073142857,0.269570384,55.20606061
36334,8.33,154.2,1.128891496,0.103241297,0,58.29090909
36335,8.54,154.4,1.1291764,0.084309133,0.010428329,60.30909091
36336,8.92,154.5,1.129063071,0.088565022,0.025042318,65.94545455
36337,8.75,155.3,1.129508413,0.100571429,-0.099289381,68.53939394
36338,8.26,157.3,1.131089348,0.093220339,-0.079243721,68.86666667
36339,8.81,156.4,1.132087175,0.077185017,0.027908455,73.71515152
36340,9.19,155.8,1.132844269,0.07616975,-0.007239214,78.78787879
36341,9.21,157.1,1.133131088,0.079261672,0.031576246,79.8969697
36342,9.05,159.7,1.133125177,0.096132597,0.202887532,81.2
36343,9.15,159,1.133766813,0.089617486,0.124821042,81.58181818
36344,9.53,158,1.133931398,0.080797482,0.109889701,82.43636364
36345,9.37,157.2,1.134371585,0.082177161,0.094431629,84.75151515
36346,9.1,158.6,1.135105631,0.081318681,0.138478436,85.62424242
36347,8.84,160.4,1.135532072,0.093891403,0.359218967,81.95151515
36348,8.97,161.9,1.135338334,0.100334448,0.638182792,81.36969697
36349,8.78,161.7,1.135520789,0.105922551,0.544895059,81.41212121
36350,8.97,162,1.136035931,0.102564103,0.654746851,79.83030303
36351,9.71,162.8,1.135445195,0.120494336,0.633676809,80.55151515
36352,9.9,162.8,1.13515451,0.101010101,0.729059956,83.0969697
36353,9.91,163.5,1.135743474,0.107971746,0.691167985,81.40606061
36354,10.42,164.8,1.135211348,0.071017274,0.654695793,82.36363636
36355,10.69,164.9,1.134773404,0.056127222,0.605326385,82.8969697
36356,10.24,164.5,1.135391288,0.064453125,0.697619122,80.38181818
36357,10.31,164.8,1.135485646,0.066925315,0.683252807,80.33939394
36358,9.88,163.7,1.135444334,0.091093117,0.759103805,77.92121212
36359,9.49,162.4,1.135706146,0.096944152,0.647606893,79.13333333
36360,9.12,161,1.135614798,0.11622807,0.556140522,76.41212121
36361,8.9,161.2,1.135968047,0.108988764,0.477013362,76.83030303
36362,9.1,160.7,1.136058935,0.118681319,0.492604118,74.5030303
36363,8.99,159.1,1.136916321,0.103448276,0.329674977,77.67272727
36364,9.57,155.1,1.137483238,0.088819227,0.252936349,79.55151515
36365,10.3,151.6,1.138412507,0.065048544,0.411024641,79.20606061
36366,9.47,154,1.138725726,0.082365364,0.319845474,73.36969697
36367,9.46,153.9,1.138938533,0.089852008,0.314791524,70.99393939
36368,9.22,154.2,1.139048596,0.093275488,0.225480576,73.43636364
36369,8.87,155.1,1.139089345,0.089064262,0.218226332,69.32727273
36370,8.6,156.8,1.138703588,0.111627907,0.248425524,68.81818182
36371,8.13,161.4,1.139143166,0.145141451,0.476610047,64.63636364
36372,8.51,160,1.139063015,0.153936545,0.48199202,66.61212121
36373,9.09,162.5,1.13864845,0.128712871,0.615511343,60.54545455
36374,8.81,164.1,1.139079277,0.12599319,0.661816107,67.85454545
36375,8.31,166.5,1.139158474,0.078219013,0.494985025,51.44242424
36376,7.82,173.2,1.139670688,0.117647059,0.469533203,62.26666667
36377,6.99,178.2,1.139174713,0.143061516,0.192405803,41.55757576
36378,6.7,180.6,1.138107149,0.141791045,0.378613065,40.78787879
36379,6.59,179.6,1.137879174,0.147192716,0.345777291,40.91515152
36380,6.51,177.5,1.137963778,0.141321045,0.170129443,46.86666667
36381,7.51,172.2,1.137312426,0.121171771,0.223865615,49.47878788
36382,7.85,174,1.136893319,0.132484076,0.216804951,44.53333333
36383,7.11,169.9,1.136560401,0.109704641,0.293482046,31.64242424
36384,6,175.4,1.136241941,0.13,0.10227418,30.53939394
36385,5.86,173.7,1.135606707,0.129692833,0.003793733,21.89090909
36386,6.29,169.1,1.134760906,0.112877583,0.101146648,17.28484848
36387,6.22,168.9,1.133877912,0.115755627,0.039633705,16.8
36388,5.69,154.3,1.133017167,0.101933216,0.055335995,16.95151515
36389,6.31,150.8,1.132815319,0.107765452,0.042648927,21
36390,6.56,155.9,1.132040374,0.111280488,0.013585547,29.12727273
36391,7.31,159.7,1.131503182,0.11627907,0.108981986,38.4969697
36392,8.57,165.1,1.130520964,0.064177363,-0.005177695,42.96363636
36393,8.4,168.5,1.130344093,0.094047619,0.056236676,47.03636364
36394,8.37,173.8,1.130900598,0.148148148,0.013308788,79.87878788
36395,10.94,183.3,1.130862196,0.163619744,0.164298512,84.23636364
36396,10.06,182.1,1.13092933,0.177932406,0.138943323,87.10909091
36397,9.85,181.4,1.131048729,0.155329949,0.139599653,82.54545455
36398,8.51,177.6,1.130224369,0.135135135,0.123433424,67.72121212
36399,7.79,162.1,1.128525148,0.196405648,0.02292903,38.55757576
36400,6.55,151.8,1.126994807,0.099236641,0.06888087,24.8
36401,6.48,136.8,1.125962123,0.092592593,0.020662754,19.89090909
36402,5.29,127.5,1.12460066,0.240075614,-0.204441286,20.33333333
36403,4.75,128.1,1.123982514,0.263157895,-0.222308387,20.78181818
36404,6.13,132.6,1.124213353,0.171288744,-0.035943018,16.43030303
36405,7.81,133.2,1.12380744,0.134443022,0.045977943,25.25454545
36406,7.58,135.1,1.124206507,0.09762533,0.047388039,30.03030303
36407,8.85,137.8,1.124339564,0.105084746,0.084409226,41.41818182
36408,8.84,141.2,1.123729536,0.081447964,0.025270239,53.41818182
36409,8.48,144.7,1.123420781,0.126179245,0.101835376,49.4
36410,8.62,149.5,1.122596928,0.139211137,0.01811147,51.60606061
36411,8.44,152.6,1.121415849,0.123222749,0.047884658,58.72121212
36412,8.56,157.8,1.120528614,0.128504673,-0.030922496,69.07878788
36413,9.14,158.8,1.120463265,0.140043764,0.086729424,59.79393939
36414,9.23,153.9,1.120172296,0.098591549,0.063468034,69.57575758
36415,9.21,159.6,1.119334248,0.127035831,0.066091059,69.64242424
36416,9.8,162.1,1.117983394,0.117346939,0.118711048,72.61818182
36417,10.98,165,1.118826247,0.098360656,0.101405846,79.48484848
36418,11.03,165.2,1.118881552,0.113327289,0.115736767,95.66060606
36419,11.72,156.2,1.119950107,0.100682594,0.044024096,100.7575758
36420,11.82,158.1,1.120417931,0.107445008,0.05517686,94.68484848
36421,10.88,159.1,1.120483286,0.147977941,0.074740025,90.41818182
36422,10.94,161.2,1.119959276,0.106946984,0.080630512,77.25454545
36423,10.88,160.3,1.119411576,0.105698529,0.089569465,88.79393939
36424,10.99,160.3,1.119015252,0.116469518,0.094974116,91.59393939
36425,11.11,162.7,1.118797363,0.124212421,0.087678104,95.87272727
36426,10.53,166.3,1.118633084,0.148148148,0.116933843,82.16969697
36427,11.06,168.8,1.118350794,0.133815552,0.071428343,90.56363636
36428,11.09,169.3,1.118286296,0.114517583,0.089924076,73.8
36429,10.72,163.8,1.117994356,0.082089552,0.106096101,71.28484848
36430,10.09,164,1.118018007,0.125867195,0.017681527,59.70909091
36431,9.44,162.9,1.117598538,0.151483051,0.106022427,76.06060606
36432,9.42,164.8,1.117849445,0.117834395,0.089005424,55.04242424
36433,8.42,159.1,1.117599004,0.123515439,0.045305603,60.04848485
36434,9.19,159.4,1.117640893,0.118607182,0.170754826,61.38787879
36435,8.74,166.9,1.117242318,0.167048055,0.072325508,64.17575758
36436,7.56,175.4,1.117098902,0.133597884,0.077736038,51.14545455
36437,7.81,181.7,1.116340377,0.133162612,0.12880304,44.4969697
36438,7.81,177.3,1.116428574,0.171574904,0.11977975,62.12727273
36439,9.15,186.2,1.116563623,0.145355191,0.114573135,46.04848485
36440,7.03,179.6,1.117487627,0.129445235,0.120095737,46.80606061
36441,7.17,171.3,1.117406672,0.140864714,0.173924203,54.23030303
36442,6.78,166.5,1.117476954,0.134218289,0.152547119,34.53333333
36443,8.53,163.6,1.11807587,0.105509965,0.207283406,53.9030303
36444,9.2,163.3,1.118025259,0.110869565,0.202069249,63.4969697
36445,9.78,162.7,1.119440579,0.104294479,0.25482006,72.87878788
36446,8.64,163.4,1.11982721,0.115740741,0.267415218,56.47878788
36447,8.48,156.7,1.120115619,0.125,0.104579329,71.13939394
36448,8.38,152.1,1.120875776,0.119331742,0.193754272,62.72121212
36449,9.82,148.6,1.121347201,0.096741344,0.305021383,70.88484848
36450,11.3,147.1,1.121185575,0.078761062,0.311819838,92.15757576
36451,11.93,147.1,1.121619039,0.088013412,0.30914049,91.8
36452,11.46,151.8,1.122771681,0.133507853,0.267445582,96.66666667
36453,17.53,148.8,1.128871611,0.201939532,0.172519941,101.4727273
36454,17.1,160,1.137532648,0.126315789,0.177035668,101.5212121
36455,15.19,160,1.139340364,0.107307439,0.224464398,101.3878788
36456,12.5,159.3,1.137250624,0.0936,0.150711941,101.4424242
36457,13.11,153.1,1.140192142,0.092295957,0.190963075,100.7515152
36458,11.29,183.8,1.147485335,0.076173605,0.332588686,95.00606061
36459,9.89,188.9,1.147197325,0.132457027,0.241779447,76.54545455
36460,9.91,187.7,1.146533855,0.077699294,0.383120276,74.10909091
36461,10.06,187.3,1.14613965,0.071570577,0.374279489,75.82424242
36462,10.15,190.6,1.145019849,0.127093596,0.211049413,90.26666667
36463,10.19,187.5,1.144248784,0.097154073,0.488036889,85.80606061
36464,10.43,188.4,1.144380882,0.100671141,0.397749073,82.55757576
36465,10.18,188.4,1.144369013,0.082514735,0.429551444,80.66666667
36466,9.67,186.5,1.144647071,0.091003102,0.418341024,71.35757576
36467,8.23,183.9,1.14533409,0.143377886,0.440344444,65.36363636
36468,7.4,181.9,1.145609029,0.12972973,0.305196721,73.34545455
36469,9.21,185.3,1.144638592,0.13897937,0.525395452,78.67272727
36470,10.1,188.1,1.144284202,0.091089109,0.540079247,80.27272727
36471,9.99,186.7,1.144294424,0.1001001,0.479591339,79.97575758
36472,10.42,187,1.144277445,0.085412668,0.556705043,84.75757576
36473,10.48,186.4,1.14434355,0.079198473,0.496713165,85.28484848
36474,9.2,185,1.144202963,0.12173913,0.4896254,73.77575758
36475,8.95,184.5,1.144094554,0.125139665,0.504979547,76.38787879
36476,7.58,181.5,1.144309833,0.145118734,0.274112391,82.21212121
36477,7.44,181.4,1.144575884,0.119623656,0.167368435,77.18787879
36478,9.86,185.8,1.144397854,0.155172414,0.47268148,80.67272727
36479,11.69,192.1,1.143152476,0.113772455,0.400801807,96.70909091
36480,10.77,192.4,1.144143394,0.080779944,0.354813263,96.32121212
36481,10.94,195.2,1.144107652,0.109689214,0.332275379,96.18787879
36482,10.71,193.2,1.142493955,0.047619048,0.369180921,88.38181818
36483,10.7,185.7,1.145936219,0.11682243,0.309094492,95.72727273
36484,11.3,185.9,1.14684686,0.145132743,0.454270147,93.8
36485,11.32,187.4,1.146538967,0.089222615,0.417571949,94.46060606
36486,10.61,186.2,1.147018964,0.104618285,0.438304582,80.69090909
36487,10.01,188.7,1.146765043,0.091908092,0.528627119,74.43636364
36488,10.2,193.5,1.146050448,0.07745098,0.490215634,82.41818182
36489,10.08,194.4,1.145620235,0.08234127,0.516130577,86.0969697
36490,10.96,193.9,1.145390929,0.094890511,0.450018433,90.33333333
36491,10.6,192.2,1.145829497,0.070754717,0.459281333,88.53333333
36492,10.84,190.8,1.145606746,0.069188192,0.458064565,89.7030303
36493,10.88,190.1,1.146152492,0.081801471,0.471288422,88.22424242
36494,10.49,192.3,1.14683991,0.08293613,0.370103275,85.58181818
36495,10.23,193.4,1.147343811,0.079178886,0.502176606,85.07878788
36496,10.08,195.7,1.147380938,0.075396825,0.436938819,84.79393939
36497,9.87,196.6,1.147755506,0.067882472,0.449990773,77.33333333
36498,9.73,197.6,1.147402664,0.09352518,0.465609273,72.7030303
36499,9.93,201.3,1.147431373,0.082578046,0.441514562,76.01818182
36500,10.34,207.2,1.147187258,0.093810445,0.358213658,82.25454545
36501,10.04,209.6,1.146846233,0.069721116,0.338719881,80.16363636
36502,10.6,211.6,1.146738747,0.128301887,0.331603675,90.6969697
36503,10.85,214.4,1.146485275,0.084792627,0.212524874,84.8
36504,8.98,207.6,1.147231547,0.119153675,0.223610627,69.6969697
36505,10.04,211,1.147933061,0.098605578,0.262729686,71.56363636
36506,8.91,206.7,1.147786085,0.105499439,0.160204602,61.93939394
36507,8.84,208.7,1.147884714,0.130090498,0.241300754,67.93333333
36508,9.67,208.6,1.147680461,0.093071355,0.234795754,61.6969697
36509,9.81,204.1,1.147241382,0.119266055,0.164436689,65.81818182
36510,10.21,205.4,1.147675572,0.129285015,0.204971869,79.31515152
36511,11.13,209.3,1.147381165,0.139263252,0.135784106,94.82424242
36512,13,210.9,1.14731539,0.122307692,0.198248441,95.33939394
36513,12.32,213.9,1.147757421,0.094155844,0.120396249,99.28484848
36514,10.26,216.4,1.147843401,0.143274854,0.138453115,93.97575758
36515,11.8,217.4,1.1476308,0.097457627,0.137840053,88.66666667
36516,11.56,213.8,1.147755298,0.132352941,0.090194724,88.41212121
36517,13.68,216.1,1.148603224,0.141812865,0.180907554,98.40606061
36518,12.76,215.5,1.149033749,0.12460815,0.1475367,100.4
36519,12.77,215.2,1.148939759,0.09788567,0.145559253,98.56363636
36520,10.8,208.9,1.149103944,0.122222222,0.10313579,92.84848485
36521,12.19,210.3,1.148299528,0.102543068,0.15468121,78.63030303
36522,11.22,210,1.148057139,0.120320856,0.16217563,91.89090909
36523,12.44,212.6,1.147966816,0.13585209,0.178388533,99.04848485
36524,12.51,212.9,1.148253248,0.116706635,0.173506463,97.06060606
36525,11.44,212.7,1.148674304,0.131118881,0.239646206,99.07272727
36526,13.21,212,1.148965634,0.154428463,0.124490603,99.85454545
36527,12.14,216.4,1.14869586,0.101317957,0.118368379,100.2848485
36528,12.97,220.1,1.149425452,0.131071704,0.18193589,95.96969697
36529,11.13,223.4,1.150186602,0.107816712,0.233364806,83.61818182
36530,10.16,221.9,1.152207974,0.125984252,0.286632075,90.79393939
36531,10.36,227.7,1.153859882,0.17953668,0.232601042,73.27272727
36532,10.79,229.7,1.155941565,0.104726599,0.273491825,98.66060606
36533,10.41,219.6,1.155376226,0.107588857,0.323282944,79.0969697
36534,9.69,216.3,1.153233462,0.158926729,0.161615265,66.99393939
36535,11.22,219.6,1.150076941,0.139037433,0.205182396,91.48484848
36536,11.15,223.1,1.149074645,0.125560538,0.112362026,91.01212121
36537,11.88,220.4,1.148952124,0.10016835,0.183097142,95.32121212
36538,11.15,222.6,1.148213281,0.114798206,0.176133777,98.44242424
36539,11.73,217.6,1.147001997,0.130434783,0.1732217,95.41212121
36540,11.51,212.1,1.146083043,0.104257168,0.135264385,96.46666667
36541,12.44,216.3,1.147057904,0.081993569,0.193921674,98.44848485
36542,11.98,214.3,1.147056453,0.088480801,0.179493525,82.7030303
36543,10.16,213.1,1.14627637,0.13976378,0.135207862,82.95757576
36544,12.23,211.5,1.145491075,0.098119379,0.197403886,86.53333333
36545,11.24,216.7,1.145217943,0.146797153,0.170394916,95.43030303
36546,11.42,214.9,1.147338664,0.111208406,0.192918672,96.57575758
36547,10.3,219.8,1.148019571,0.123300971,0.299686845,86.35757576
36548,10.95,217.8,1.146852543,0.125114155,0.257822996,83.58787879
36549,12.25,218.8,1.147463032,0.155918367,0.224982152,101.0666667
36550,10.94,219.9,1.147811859,0.165447898,0.264925032,87.95151515
36551,11.66,221.7,1.14757486,0.199828473,0.203339612,77.75151515
36552,14.21,220.6,1.147300173,0.110485574,0.209674676,101.3090909
36553,12.09,221.6,1.150511857,0.133995037,0.222018314,97.69090909
36554,12.48,221.4,1.148185498,0.121794872,0.187455007,86.83030303
36555,11.92,223.6,1.146619516,0.150167785,0.152317512,97.36969697
36556,12.6,224.7,1.146222009,0.123015873,0.121369294,100.8727273
36557,12.15,221.3,1.146949009,0.101234568,0.245230304,99.8
36558,11.43,222.7,1.147884535,0.105861767,0.207628581,98.36363636
36559,12.62,229.6,1.146566613,0.198098257,0.192952294,100.4787879
36560,14.39,229,1.145894433,0.091035441,0.196783225,101.2121212
